name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Stockholm,Sweden",2022-07-01,24.9,19.7,21.2,24.9,19.7,21.2,18.8,86.4,14.275,100,29.17,rain,0,0,33.3,23.2,129,1014.8,76.8,11,121,10.3,5,10,2022-07-01T03:36:59,2022-07-01T22:05:40,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-02,23,18.1,20.7,23,18.1,20.7,15.3,73.5,1.561,100,8.33,rain,0,0,34.2,23.1,219.2,1014.8,58.8,13.8,172.8,14.7,6,10,2022-07-02T03:38:01,2022-07-02T22:04:57,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-03,23.8,15.3,19.8,23.8,15.3,19.8,10.2,55.6,0,0,0,,0,0,30.4,18,217.9,1018.9,35,13.4,239.5,20.8,7,10,2022-07-03T03:39:07,2022-07-03T22:04:10,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-04,21.1,16.5,18,21.1,16.5,18,13.9,77.6,3.798,100,37.5,rain,0,0,33.7,20.3,155.6,1013.3,59.2,13.2,146.7,12.8,5,10,2022-07-04T03:40:17,2022-07-04T22:03:18,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-05,20.8,14.5,17.2,20.8,14.5,17.2,10,64,0.181,100,12.5,rain,0,0,36.6,24.9,237.2,1011,57,14.4,208.6,18.2,6,10,2022-07-05T03:41:32,2022-07-05T22:02:21,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,02458099999,ESSB"
"Stockholm,Sweden",2022-07-06,21.9,13,17.2,21.9,13,17.2,10,63.8,4.742,100,16.67,rain,0,0,31.1,16.1,228,1010.5,42.5,14.9,235.3,20.4,8,10,2022-07-06T03:42:51,2022-07-06T22:01:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-07,16,12.8,14.1,16,12.8,14.1,10.7,81.1,10.846,100,54.17,rain,0,0,21.9,11.6,250.7,1010.7,78.4,11.9,86.1,7.4,2,10,2022-07-07T03:44:13,2022-07-07T22:00:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-08,20.1,12.6,16.7,20.1,12.6,16.7,11.9,74.2,1.508,100,8.33,rain,0,0,23.1,12.5,143.4,1016.1,58.6,12,189,16.4,7,10,2022-07-08T03:45:39,2022-07-08T21:59:04,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-09,22.5,15,17.9,22.5,15,17.9,9.4,59.7,0.3,100,8.33,rain,0,0,34.2,25.5,279,1009.8,61,15.9,221.8,19.1,8,10,2022-07-09T03:47:08,2022-07-09T21:57:50,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-10,18,11.8,15,18,11.8,15,9.2,69.1,0.319,100,25,rain,0,0,28,20.8,306.2,1011.3,59.3,15.2,178.9,15.2,6,10,2022-07-10T03:48:41,2022-07-10T21:56:32,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-11,22.6,12.1,16.3,22.6,12.1,16.3,11.6,75.3,1.688,100,16.67,rain,0,0,29,17.5,336.6,1016.6,38.2,13.6,255.7,22.1,7,10,2022-07-11T03:50:17,2022-07-11T21:55:09,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-12,26.2,13,20.3,26.2,13,20.3,9.6,54.6,0.022,100,4.17,rain,0,0,33.8,20.9,326,1017,28.8,12.4,301.5,26.2,8,10,2022-07-12T03:51:57,2022-07-12T21:53:43,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-13,26.1,16.8,20.7,26.1,16.8,20.7,12.5,60.1,0.496,100,8.33,rain,0,0,39.6,25.3,251.8,1007.7,48,15.1,253.4,21.9,7,10,2022-07-13T03:53:39,2022-07-13T21:52:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-07-14,21.6,13.6,16.2,21.6,13.6,16.2,9.5,66.2,4.134,100,33.33,rain,0,0,40.2,21.4,268.4,1004.2,47.1,14.8,202.2,17.5,7,10,2022-07-14T03:55:24,2022-07-14T21:50:40,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-15,17.3,12,14.1,17.3,12,14.1,6.7,62.5,0.288,100,16.67,rain,0,0,46.6,32.3,291.4,1005.6,60.7,14.2,232.8,19.8,8,10,2022-07-15T03:57:11,2022-07-15T21:49:03,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02460099999,02487099999,02490099999,02469099999,02489099999,02484099999,E4931,02458099999,ESSA,ESSB"
"Stockholm,Sweden",2022-07-16,17.7,11.6,14.3,17.7,11.6,14.3,5.6,56.1,0,0,0,rain,0,0,40.7,27.5,291,1009.6,79.3,15.4,181.3,15.6,7,10,2022-07-16T03:59:02,2022-07-16T21:47:22,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-17,21.5,13.1,17,21.5,13.1,17,5.6,48,0.055,100,4.17,rain,0,0,36,22,288,1016,63.1,15.4,275,23.6,7,10,2022-07-17T04:00:54,2022-07-17T21:45:38,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-18,22.1,14.9,18.7,22.1,14.9,18.7,11.6,64.2,1.031,100,16.67,rain,0,0,35.3,16.2,248.1,1015.4,60.6,14.4,170.2,14.7,5,10,2022-07-18T04:02:49,2022-07-18T21:43:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-07-19,24,15.8,19.2,24,15.8,19.2,11.6,63.4,0,0,0,,0,0,28.8,16.7,358.3,1016.5,42.5,13.6,213.9,18.6,6,10,2022-07-19T04:04:46,2022-07-19T21:42:01,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-20,28.8,15.1,21.8,28.2,15.1,21.7,12.8,59.9,0,0,0,,0,0,29.2,17.8,191.1,1019.5,29.7,14.2,261.5,22.7,7,10,2022-07-20T04:06:45,2022-07-20T21:40:07,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-07-21,33.9,18.1,25.6,31.9,18.1,25.2,13.6,52,0,0,0,,0,0,26.1,17.4,180.5,1014,30.6,13.9,268.6,23.1,7,10,2022-07-21T04:08:46,2022-07-21T21:38:11,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-07-22,24.5,17.9,20.8,24.5,17.9,20.8,15.8,73.7,0.043,100,4.17,rain,0,0,31.7,18.7,61.6,1012,73.2,11.9,194.7,16.9,6,10,2022-07-22T04:10:49,2022-07-22T21:36:12,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-07-23,17.6,14.3,16.2,17.6,14.3,16.2,12.8,80.2,0.151,100,12.5,rain,0,0,23.6,12.7,343.4,1011.8,95.3,13,59.2,5,2,10,2022-07-23T04:12:53,2022-07-23T21:34:10,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,E4931,02567099999,02458099999,ESSB"
"Stockholm,Sweden",2022-07-24,25.1,15,19.7,25.1,15,19.7,10.8,58.7,0.043,100,4.17,rain,0,0,30.8,21.1,280.2,1012.8,60.1,15.2,248,21.5,8,10,2022-07-24T04:14:59,2022-07-24T21:32:06,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-25,22.5,16.1,19.8,22.5,16.1,19.8,13.8,68.7,0,0,0,rain,0,0,29.7,17.9,185.9,1008.9,78.2,14.1,132,11.4,5,10,2022-07-25T04:17:07,2022-07-25T21:29:59,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-07-26,22.5,16.1,19,22.5,16.1,19,13.9,74.2,9.733,100,54.17,rain,0,0,34.2,21.2,213.7,1000.7,67.5,13,139.1,12.1,6,10,2022-07-26T04:19:15,2022-07-26T21:27:50,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-27,19,14.3,16.5,19,14.3,16.5,10.4,67.8,0.022,100,4.17,rain,0,0,27.1,15,278.6,1006.6,92.4,14.8,104.5,8.9,5,10,2022-07-27T04:21:25,2022-07-27T21:25:38,0.96,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-28,20.1,12.3,15.4,20.1,12.3,15.4,7,58.5,0,0,0,,0,0,33.6,16.1,333.4,1017.3,57.2,15,222.4,19.3,7,10,2022-07-28T04:23:36,2022-07-28T21:23:24,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-29,22.9,12.2,17.5,22.9,12.2,17.5,7.5,54.4,0,0,0,,0,0,23,15.8,201.8,1022.2,40.3,14.3,221.1,19.1,7,10,2022-07-29T04:25:48,2022-07-29T21:21:08,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-30,26.2,15,19.6,26.2,15,19.6,9.4,53.5,0.049,100,12.5,rain,0,0,31.3,17.4,202.6,1019.2,82.2,14.7,201.4,17.3,7,10,2022-07-30T04:28:01,2022-07-30T21:18:50,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-07-31,25.7,15.9,20.4,25.7,15.9,20.4,6.6,43.4,0,0,0,,0,0,40,20.3,195.7,1015.8,43.4,16,264.7,22.9,7,10,2022-07-31T04:30:15,2022-07-31T21:16:30,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-01,24.7,16.1,19.8,24.7,16.1,19.8,10.6,57.6,0,0,0,rain,0,0,24.1,15.9,172.9,1011.5,61,16,228.1,19.8,7,10,2022-08-01T04:32:30,2022-08-01T21:14:08,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,02458099999,ESSB"
"Stockholm,Sweden",2022-08-02,23.4,13.5,18,23.4,13.5,18,10.9,65.6,0.018,100,4.17,rain,0,0,25.6,16.5,261.3,1013,60.7,15.9,191.1,16.6,6,10,2022-08-02T04:34:45,2022-08-02T21:11:44,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02487099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,02458099999,ESSB"
"Stockholm,Sweden",2022-08-03,25.9,15.3,20.1,25.9,15.3,20.1,13.3,65.4,0.103,100,8.33,rain,0,0,39,22,194.5,1012.6,61.9,16.5,213.5,18.5,7,10,2022-08-03T04:37:01,2022-08-03T21:09:18,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-04,27.8,19,23,27.4,19,22.9,14.6,61.3,0,0,0,,0,0,34.3,20.1,203.1,1013.2,48.7,15.8,230.5,19.9,7,10,2022-08-04T04:39:18,2022-08-04T21:06:51,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-05,25.7,17.1,20.4,25.7,17.1,20.4,17,82.2,12.43,100,45.83,rain,0,0,24.1,18.8,195.1,1010.7,59.4,11.9,119.8,10.3,6,10,2022-08-05T04:41:35,2022-08-05T21:04:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-06,20.5,12.6,16.2,20.5,12.6,16.2,9.6,67.2,2.526,100,20.83,rain,0,0,48.8,30,253.6,1012.1,53.3,16.1,228.5,19.8,7,10,2022-08-06T04:43:53,2022-08-06T21:01:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-07,22,13,17.2,22,13,17.2,9.3,61.1,0,0,0,rain,0,0,26.8,18,253.6,1018.5,38.3,15.2,207.6,17.9,8,10,2022-08-07T04:46:11,2022-08-07T20:59:19,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-08,23.9,13.3,18.1,23.9,13.3,18.1,9.2,59.1,0,0,0,,0,0,21.8,11.6,255.9,1022.3,56.6,15.2,268.4,23.5,8,10,2022-08-08T04:48:29,2022-08-08T20:56:45,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-09,25.5,14,19.6,25.5,14,19.6,10.8,60.1,0,0,0,,0,0,23.4,15.7,219.5,1026.9,34.1,14.3,213.2,18.3,7,10,2022-08-09T04:50:47,2022-08-09T20:54:10,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-10,26,15.3,20,26,15.3,20,12,61.1,0,0,0,,0,0,35.3,19,216.5,1024.4,65.6,14.2,192.3,16.6,5,10,2022-08-10T04:53:06,2022-08-10T20:51:33,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02460099999,02490099999,E4931,02464099999,02469099999,02489099999,ESCM,02484099999,02443099999,02458099999,ESSA,ESSB"
"Stockholm,Sweden",2022-08-11,27.6,17.1,22.1,26.9,17.1,22,11.5,54.3,0,0,0,,0,0,32.9,21.2,249.2,1020.7,7.5,15.9,238.1,20.6,7,10,2022-08-11T04:55:25,2022-08-11T20:48:56,0.48,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-12,28.9,16.5,21.3,28.4,16.5,21.2,13,60.9,0,0,0,,0,0,25.4,17.5,273.7,1021.9,10.5,15.8,243.8,21,7,10,2022-08-12T04:57:44,2022-08-12T20:46:17,0.5,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-13,28.7,16.9,22.1,28.1,16.9,22,13.7,63.3,0,0,0,,0,0,29.6,17.8,149.8,1021.3,37.5,15,234.6,20.2,7,10,2022-08-13T05:00:03,2022-08-13T20:43:37,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-14,29.3,17,22.3,27.8,17,22.1,12.6,58.3,0,0,0,,0,0,27.5,15.8,134.5,1018.2,14.7,16.3,235.1,20.3,7,10,2022-08-14T05:02:23,2022-08-14T20:40:55,0.58,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-15,29,17.9,22.6,29.5,17.9,22.6,17.3,73.8,0.019,100,4.17,rain,0,0,24,20.7,104.3,1014.2,47.6,15.2,140.1,12.2,5,10,2022-08-15T05:04:42,2022-08-15T20:38:13,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-16,28.9,19.8,23.9,29.4,19.8,24.1,18,71.2,0.055,100,4.17,rain,0,0,36.6,26.2,126.7,1011.2,49.3,12.3,171.5,14.6,6,30,2022-08-16T05:07:01,2022-08-16T20:35:30,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,02458099999,ESSB"
"Stockholm,Sweden",2022-08-17,28.7,19.8,23.5,28.6,19.8,23.6,17.3,70.5,0.243,100,8.33,rain,0,0,27.1,19.4,199.8,1011,54.6,11.9,190.6,16.5,5,10,2022-08-17T05:09:21,2022-08-17T20:32:45,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-18,27,18.5,21.7,27.4,18.5,21.7,16.5,73.9,0.44,100,20.83,rain,0,0,26.2,15.5,69.4,1015.4,76.1,11.4,162.4,13.9,6,10,2022-08-18T05:11:40,2022-08-18T20:30:00,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-19,31.7,18.7,23.8,32.5,18.7,24,18.1,73.3,0,0,0,rain,0,0,24.8,17.7,114.2,1014.1,57.7,11.1,200.7,17.1,6,10,2022-08-19T05:13:59,2022-08-19T20:27:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-20,23.4,19.1,21.3,23.4,19.1,21.3,19.3,88.2,14.892,100,58.33,rain,0,0,34.4,22.6,142.8,1010.6,87.2,11.5,56.4,4.7,3,10,2022-08-20T05:16:18,2022-08-20T20:24:27,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-21,22.1,16.6,19,22.1,16.6,19,12.1,66,0.299,100,29.17,rain,0,0,22.1,15,254.6,1011.5,84.5,16.2,127.5,10.9,4,10,2022-08-21T05:18:37,2022-08-21T20:21:39,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-22,23.2,15.4,18.9,23.2,15.4,18.9,10.6,61.4,0,0,0,,0,0,23.1,15.8,248.8,1016,54.8,15.2,203.5,17.6,6,10,2022-08-22T05:20:56,2022-08-22T20:18:50,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-23,21.6,15.4,18.1,21.6,15.4,18.1,12.3,69.9,0.53,100,25,rain,0,0,17.4,8.7,49.7,1022,77.9,15,91.1,7.9,3,10,2022-08-23T05:23:15,2022-08-23T20:16:00,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-24,22.8,12.5,17.5,22.8,12.5,17.5,10,63.2,0,0,0,,0,0,23.2,14.3,3.6,1024.2,23.9,15.2,198.6,17,7,10,2022-08-24T05:25:34,2022-08-24T20:13:10,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-25,24.7,12.7,18.5,24.7,12.7,18.5,9.9,60.9,0,0,0,,0,0,23.5,13.5,87.3,1025.4,7.4,14.5,213.5,18.7,6,10,2022-08-25T05:27:52,2022-08-25T20:10:19,0.94,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-26,23.2,13.7,18.1,23.2,13.7,18.1,13.1,74.9,0,0,0,,0,0,27.8,17.4,102.7,1020.3,43.6,14.6,189.5,16.5,6,10,2022-08-26T05:30:11,2022-08-26T20:07:28,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-27,26.9,17.7,21.8,27.6,17.7,21.8,18.1,80.8,1.29,100,16.67,rain,0,0,16.4,12,85.9,1014.5,87,11.5,114.3,9.9,6,10,2022-08-27T05:32:29,2022-08-27T20:04:36,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
"Stockholm,Sweden",2022-08-28,19.8,11.2,16,19.8,11.2,16,13.7,86.4,15.521,100,54.17,rain,0,0,40.1,32,13.5,1015.8,92.7,14.7,44.7,3.8,2,10,2022-08-28T05:34:47,2022-08-28T20:01:43,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-08-29,17.5,12,14,17.5,12,14,9.9,77.4,0.312,100,33.33,rain,0,0,42.8,22.4,352.4,1019.4,78.2,17.3,93.4,8.2,4,10,2022-08-29T05:37:05,2022-08-29T19:58:50,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02486099999,02460099999,02490099999,02469099999,02489099999,ESCM,02484099999,02443099999,E4931,02458099999,ESSA,ESSB"
"Stockholm,Sweden",2022-08-30,18,10.9,14.2,18,10.9,14.2,9.2,72.7,0.199,100,12.5,rain,0,0,44.4,25,339.6,1022.8,39.8,17.3,178.3,15.4,5,10,2022-08-30T05:39:23,2022-08-30T19:55:56,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02464099999,02460099999,02490099999,02469099999,02489099999,02484099999,E4931,02458099999,ESSA,ESSB"
"Stockholm,Sweden",2022-08-31,17.4,9.9,12.9,17.4,9,12.9,8.1,73.7,1.03,100,50,rain,0,0,35.1,19.6,328.9,1025.1,54.9,17,127.6,10.9,5,10,2022-08-31T05:41:40,2022-08-31T19:53:02,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-09-01,15.1,9,11.8,15.1,8.3,11.6,7,73.3,0.324,100,50,rain,0,0,35.6,22.5,333.3,1024.4,61.9,17,152.1,13,5,10,2022-09-01T05:43:58,2022-09-01T19:50:07,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02464099999,02460099999,02490099999,02469099999,02489099999,02484099999,02443099999,02458099999,ESSA,E4931,ESSB"
"Stockholm,Sweden",2022-09-02,13.5,8.3,10.8,13.5,7,10.3,6,73,0.14,100,33.33,rain,0,0,33.6,17.9,345.7,1025.5,47.7,16.8,149.3,12.8,5,10,2022-09-02T05:46:15,2022-09-02T19:47:12,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-09-03,13.6,7.5,10.7,13.6,7.5,10.7,6.1,74.5,1.3,100,29.17,rain,0,0,13.6,9.1,160.6,1026.1,87.3,15.7,61.1,5.3,2,10,2022-09-03T05:48:32,2022-09-03T19:44:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-09-04,16.2,8.7,12.1,16.2,8.7,12.1,6.1,68.6,0.921,100,37.5,rain,0,0,19.8,12,50.6,1029.4,78.5,15.7,127.7,10.9,5,10,2022-09-04T05:50:49,2022-09-04T19:41:20,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02486099999,02490099999,02469099999,02489099999,02484099999,E4931,ESSB"
"Stockholm,Sweden",2022-09-05,17,7,11.6,17,7,11.6,5.3,68.3,0,0,0,,0,0,25.2,11.1,347.1,1031.8,27.5,13,134.3,11.4,7,10,2022-09-05T05:53:06,2022-09-05T19:38:24,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02443099999,E4931,02567099999,02458099999,ESSA,ESSB"
"Stockholm,Sweden",2022-09-06,20.2,3.8,13.1,20.2,3.8,13,7,69.9,0,0,0,,0,0,32.4,20.6,260.2,1024.8,11.9,11.9,178.7,15.3,6,10,2022-09-06T05:55:23,2022-09-06T19:35:28,0.36,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02490099999,02469099999,02489099999,02484099999,02458099999,ESSA,E4931,ESSB,F4490"
